id_transaccion,id_tarjeta,id_usuario,id_dispositivo,direccion_ip,latitud,longitud,canal,timestamp,monto,etiqueta
TXN_L_0845,TRJ_004,USR_113,DEV_025,192.168.120.173,20.493,-99.5394,remoto,2024-02-03 03:52:17,2582.0,legitima
TXN_L_0794,TRJ_258,USR_127,DEV_015,192.168.222.89,21.2523,-101.498,presencial,2024-02-03 05:34:08,3027.08,legitima
TXN_L_0365,TRJ_168,USR_090,DEV_011,192.168.41.154,21.6674,-100.8181,remoto,2024-02-03 10:32:36,3563.98,legitima
TXN_L_0785,TRJ_059,USR_076,DEV_012,192.168.141.143,24.4237,-101.1269,remoto,2024-02-03 14:02:59,1029.49,legitima
TXN_L_0005,TRJ_154,USR_130,DEV_004,192.168.23.250,20.0573,-101.0067,presencial,2024-02-03 17:40:29,1004.18,legitima
TXN_L_0588,TRJ_216,USR_154,DEV_031,192.168.63.185,23.4857,-99.5912,remoto,2024-02-04 01:06:06,3195.0,legitima
TXN_L_0542,TRJ_024,USR_185,DEV_030,192.168.55.64,24.8897,-101.597,remoto,2024-02-04 04:34:48,4222.26,legitima
TXN_C_0019,TRJ_287,USR_119,DEV_023,192.168.242.207,31.691,-107.903,presencial,2024-02-04 05:41:32,3106.84,clonacion
TXN_L_0764,TRJ_047,USR_091,DEV_030,192.168.170.201,22.1518,-102.0975,remoto,2024-02-04 08:23:28,2786.13,legitima
TXN_L_0007,TRJ_287,USR_119,DEV_002,192.168.52.174,23.638,-99.9193,presencial,2024-02-04 11:35:59,4804.58,legitima
TXN_L_0717,TRJ_016,USR_086,DEV_035,192.168.169.160,21.166,-101.3298,remoto,2024-02-04 13:51:21,2171.71,legitima
TXN_L_0292,TRJ_050,USR_016,DEV_035,192.168.5.133,21.4317,-99.706,remoto,2024-02-04 15:36:02,3245.14,legitima
TXN_L_0376,TRJ_299,USR_219,DEV_005,192.168.38.242,24.7364,-99.8707,presencial,2024-02-04 19:35:09,113.29,legitima
TXN_L_0309,TRJ_150,USR_157,DEV_032,192.168.125.213,23.4626,-100.44,presencial,2024-02-04 20:07:28,4634.38,legitima
TXN_L_0553,TRJ_008,USR_111,DEV_019,192.168.224.214,22.94,-99.6099,remoto,2024-02-04 20:50:13,2236.36,legitima
TXN_L_0372,TRJ_228,USR_055,DEV_015,192.168.238.107,24.9721,-99.1462,remoto,2024-02-05 02:48:54,4181.97,legitima
TXN_L_0341,TRJ_004,USR_038,DEV_028,192.168.194.87,22.1558,-101.3802,remoto,2024-02-05 09:29:19,4867.37,legitima
TXN_L_0130,TRJ_225,USR_159,DEV_027,192.168.77.60,20.8108,-99.0221,remoto,2024-02-05 12:14:40,4922.75,legitima
TXN_L_0134,TRJ_094,USR_067,DEV_030,192.168.132.193,19.9727,-98.8614,remoto,2024-02-05 17:05:59,2518.91,legitima
TXN_L_0690,TRJ_085,USR_083,DEV_015,192.168.206.179,20.1526,-97.8066,remoto,2024-02-05 21:25:00,1298.7,legitima
TXN_L_0816,TRJ_152,USR_053,DEV_033,192.168.215.65,24.4439,-99.7189,remoto,2024-02-05 22:31:47,2541.04,legitima
TXN_L_0859,TRJ_175,USR_229,DEV_012,192.168.160.15,22.7669,-98.2696,remoto,2024-02-05 23:34:51,3427.69,legitima
TXN_L_0613,TRJ_042,USR_035,DEV_028,192.168.41.41,20.3525,-98.5762,remoto,2024-02-06 01:08:09,1044.66,legitima
TXN_L_0354,TRJ_001,USR_235,DEV_025,192.168.64.164,24.0144,-100.0618,remoto,2024-02-06 02:51:09,4169.8,legitima
TXN_L_0099,TRJ_004,USR_113,DEV_025,192.168.120.173,20.4307,-98.9792,presencial,2024-02-06 07:02:36,828.92,legitima
TXN_L_0003,TRJ_110,USR_077,DEV_013,192.168.208.125,23.9093,-100.2668,remoto,2024-02-06 11:50:37,2236.5,legitima
TXN_L_0432,TRJ_211,USR_081,DEV_005,192.168.214.138,22.9042,-99.8192,presencial,2024-02-06 16:25:50,785.67,legitima
TXN_L_0194,TRJ_008,USR_111,DEV_019,192.168.224.214,22.3166,-99.523,presencial,2024-02-06 23:44:47,1637.65,legitima
TXN_L_0826,TRJ_162,USR_068,DEV_026,192.168.186.42,23.4215,-101.3101,remoto,2024-02-07 00:07:58,253.44,legitima
TXN_P_0013,TRJ_170,USR_FRAUD_013,DEV_021,192.168.1.73,22.3588,-98.0084,remoto,2024-02-07 02:03:00,1209.13,cnp
TXN_L_0595,TRJ_195,USR_134,DEV_023,192.168.226.114,22.025,-100.4559,presencial,2024-02-07 08:57:14,307.93,legitima
TXN_L_0776,TRJ_175,USR_034,DEV_024,192.168.165.126,24.0177,-101.2403,remoto,2024-02-07 15:18:29,2700.32,legitima
TXN_L_0237,TRJ_262,USR_176,DEV_037,192.168.158.58,23.5571,-98.6448,remoto,2024-02-07 16:10:41,1686.05,legitima
TXN_L_0734,TRJ_115,USR_123,DEV_002,192.168.174.48,22.4864,-99.0086,remoto,2024-02-07 19:30:37,1386.1,legitima
TXN_L_0136,TRJ_204,USR_148,DEV_018,192.168.168.72,21.3338,-97.9614,presencial,2024-02-08 01:43:14,771.93,legitima
TXN_L_0367,TRJ_277,USR_021,DEV_008,192.168.50.13,18.7088,-98.5926,presencial,2024-02-08 03:03:43,583.7,legitima
TXN_L_0793,TRJ_226,USR_156,DEV_009,192.168.14.100,22.0382,-101.3479,remoto,2024-02-08 06:39:39,295.82,legitima
TXN_L_0202,TRJ_170,USR_131,DEV_006,192.168.162.191,23.3337,-101.1506,remoto,2024-02-08 14:49:32,2528.22,legitima
TXN_L_0161,TRJ_250,USR_183,DEV_030,192.168.56.40,21.6306,-98.1789,remoto,2024-02-08 16:14:43,2331.13,legitima
TXN_L_0751,TRJ_244,USR_165,DEV_029,192.168.195.153,20.4285,-98.5505,presencial,2024-02-08 17:36:08,2037.53,legitima
TXN_L_0020,TRJ_196,USR_129,DEV_027,192.168.125.213,23.5534,-100.1842,remoto,2024-02-08 21:26:59,1746.22,legitima
TXN_L_0247,TRJ_272,USR_012,DEV_011,192.168.9.192,23.3952,-99.8938,remoto,2024-02-08 22:39:23,1003.1,legitima
TXN_L_0383,TRJ_194,USR_160,DEV_031,192.168.81.80,24.6861,-98.5035,presencial,2024-02-09 05:04:12,1503.14,legitima
TXN_L_0502,TRJ_066,USR_082,DEV_038,192.168.147.113,24.3424,-100.1457,remoto,2024-02-09 07:59:43,1236.13,legitima
TXN_L_0815,TRJ_254,USR_184,DEV_019,192.168.82.85,23.6333,-98.6758,remoto,2024-02-09 22:39:23,896.59,legitima
TXN_L_0880,TRJ_125,USR_099,DEV_037,192.168.141.12,19.4404,-100.8491,presencial,2024-02-09 22:46:18,1927.67,legitima
TXN_L_0565,TRJ_235,USR_155,DEV_009,192.168.150.57,20.711,-99.907,presencial,2024-02-09 23:31:39,1203.55,legitima
TXN_L_0310,TRJ_068,USR_181,DEV_010,192.168.153.130,22.1111,-99.427,remoto,2024-02-10 00:46:34,758.28,legitima
TXN_L_0824,TRJ_167,USR_169,DEV_017,192.168.194.123,22.5798,-99.7851,remoto,2024-02-10 01:27:45,3734.61,legitima
TXN_P_0035,TRJ_032,USR_FRAUD_035,DEV_027,192.168.1.73,23.8654,-98.8149,remoto,2024-02-10 06:46:22,1092.33,cnp
TXN_L_0352,TRJ_191,USR_187,DEV_011,192.168.133.46,22.6082,-99.1067,remoto,2024-02-10 08:20:33,1550.99,legitima
TXN_L_0058,TRJ_071,USR_106,DEV_036,192.168.94.50,23.1083,-98.085,remoto,2024-02-10 17:19:55,3139.63,legitima
TXN_L_0396,TRJ_226,USR_191,DEV_010,192.168.127.69,19.6029,-101.8023,presencial,2024-02-10 17:27:19,1769.22,legitima
TXN_L_0082,TRJ_004,USR_037,DEV_020,192.168.205.232,23.1391,-100.7551,presencial,2024-02-10 18:55:02,3754.07,legitima
TXN_L_0767,TRJ_014,USR_193,DEV_034,192.168.123.177,20.7763,-101.5061,remoto,2024-02-11 03:23:27,1153.25,legitima
TXN_L_0805,TRJ_246,USR_224,DEV_037,192.168.5.133,20.2545,-101.1073,presencial,2024-02-11 06:12:26,114.98,legitima
TXN_L_0398,TRJ_021,USR_132,DEV_013,192.168.223.163,20.5965,-98.2567,presencial,2024-02-11 08:25:55,3320.99,legitima
TXN_L_0479,TRJ_181,USR_010,DEV_013,192.168.102.183,24.6232,-99.1983,remoto,2024-02-11 12:04:30,509.46,legitima
TXN_L_0485,TRJ_005,USR_109,DEV_037,192.168.194.72,20.3401,-98.1113,presencial,2024-02-11 16:58:04,2258.51,legitima
TXN_L_0895,TRJ_231,USR_075,DEV_029,192.168.205.232,21.8221,-100.6678,presencial,2024-02-11 17:21:38,1925.26,legitima
TXN_L_0053,TRJ_226,USR_191,DEV_014,192.168.127.69,19.2987,-101.872,presencial,2024-02-11 20:43:11,2312.38,legitima
TXN_L_0177,TRJ_213,USR_182,DEV_006,192.168.247.251,23.1943,-98.2796,remoto,2024-02-11 22:10:01,4804.9,legitima
TXN_P_0005,TRJ_160,USR_FRAUD_005,DEV_012,192.168.137.148,20.0086,-98.8665,remoto,2024-02-12 00:41:58,364.88,cnp
TXN_L_0363,TRJ_177,USR_036,DEV_008,192.168.76.115,19.5237,-100.4982,remoto,2024-02-12 07:22:36,815.05,legitima
TXN_L_0326,TRJ_103,USR_208,DEV_020,192.168.0.169,24.9825,-99.2721,remoto,2024-02-12 07:59:01,706.92,legitima
TXN_L_0550,TRJ_200,USR_150,DEV_024,192.168.216.9,24.4051,-100.4887,presencial,2024-02-12 10:43:14,1564.7,legitima
TXN_L_0541,TRJ_200,USR_150,DEV_007,192.168.216.9,25.086,-100.4922,presencial,2024-02-12 12:21:28,4432.64,legitima
TXN_L_0321,TRJ_086,USR_072,DEV_029,192.168.99.184,23.1536,-98.8714,presencial,2024-02-12 16:35:30,4437.72,legitima
TXN_L_0515,TRJ_260,USR_197,DEV_027,192.168.82.139,22.1923,-100.9963,presencial,2024-02-13 00:21:41,3728.57,legitima
TXN_L_0687,TRJ_018,USR_222,DEV_019,192.168.99.76,19.2824,-101.0553,remoto,2024-02-13 01:32:51,1714.08,legitima
TXN_L_0213,TRJ_146,USR_050,DEV_010,192.168.232.74,24.4181,-100.3367,presencial,2024-02-13 05:10:40,3724.71,legitima
TXN_L_0010,TRJ_159,USR_200,DEV_001,192.168.229.151,20.3537,-98.0551,remoto,2024-02-13 10:50:38,1299.33,legitima
TXN_L_0896,TRJ_200,USR_150,DEV_024,192.168.216.9,24.5507,-99.7726,presencial,2024-02-13 14:37:24,2848.74,legitima
TXN_L_0857,TRJ_154,USR_097,DEV_032,192.168.110.246,20.936,-99.3128,presencial,2024-02-13 18:53:24,1045.9,legitima
TXN_P_0031,TRJ_097,USR_FRAUD_031,DEV_021,192.168.153.118,19.8426,-100.7378,remoto,2024-02-13 21:03:06,2522.3,cnp
TXN_L_0676,TRJ_224,USR_231,DEV_032,192.168.224.214,20.9314,-99.0753,remoto,2024-02-13 21:40:48,2379.96,legitima
TXN_L_0685,TRJ_164,USR_157,DEV_016,192.168.125.213,24.3427,-100.3461,presencial,2024-02-14 13:00:28,646.28,legitima
TXN_L_0201,TRJ_299,USR_219,DEV_002,192.168.38.242,23.9817,-99.8953,presencial,2024-02-14 21:19:25,4899.97,legitima
TXN_L_0871,TRJ_091,USR_232,DEV_001,192.168.54.191,22.3383,-98.373,remoto,2024-02-15 01:21:14,505.35,legitima
TXN_L_0558,TRJ_163,USR_195,DEV_037,192.168.128.7,24.4813,-98.7173,remoto,2024-02-15 09:13:44,2603.34,legitima
TXN_L_0516,TRJ_068,USR_195,DEV_027,192.168.35.226,24.4488,-98.6336,remoto,2024-02-15 11:43:16,4901.59,legitima
TXN_L_0482,TRJ_237,USR_167,DEV_028,192.168.38.242,21.5155,-100.0684,remoto,2024-02-15 20:17:35,4036.67,legitima
TXN_L_0590,TRJ_161,USR_190,DEV_020,192.168.249.40,19.1696,-99.642,presencial,2024-02-15 21:41:12,3702.67,legitima
TXN_L_0535,TRJ_205,USR_088,DEV_024,192.168.112.70,20.8741,-101.494,remoto,2024-02-16 02:18:18,2560.18,legitima
TXN_L_0063,TRJ_241,USR_092,DEV_035,192.168.155.22,19.9082,-100.784,presencial,2024-02-16 03:16:30,2579.07,legitima
TXN_L_0225,TRJ_200,USR_065,DEV_003,192.168.142.40,21.1405,-101.731,remoto,2024-02-16 04:35:36,1123.53,legitima
TXN_L_0046,TRJ_154,USR_130,DEV_030,192.168.193.117,20.1374,-101.4116,remoto,2024-02-16 18:38:14,1687.93,legitima
TXN_L_0480,TRJ_137,USR_142,DEV_006,192.168.220.18,25.173,-101.4029,remoto,2024-02-16 20:43:29,4169.53,legitima
TXN_L_0898,TRJ_004,USR_113,DEV_025,192.168.219.35,20.5369,-99.0407,remoto,2024-02-17 04:48:13,4005.08,legitima
TXN_L_0555,TRJ_180,USR_031,DEV_024,192.168.27.39,23.6549,-98.3718,remoto,2024-02-18 13:11:40,1548.44,legitima
TXN_L_0587,TRJ_189,USR_056,DEV_037,192.168.166.47,22.4058,-98.1353,remoto,2024-02-18 22:07:34,4797.22,legitima
TXN_L_0011,TRJ_206,USR_207,DEV_030,192.168.201.152,19.4497,-100.2843,remoto,2024-02-18 22:23:56,1130.13,legitima
TXN_L_0448,TRJ_131,USR_028,DEV_031,192.168.35.251,23.6253,-101.4822,remoto,2024-02-19 11:44:04,2948.56,legitima
TXN_L_0401,TRJ_067,USR_213,DEV_021,192.168.13.233,22.0282,-101.2756,presencial,2024-02-19 19:07:40,3449.93,legitima
TXN_L_0499,TRJ_088,USR_006,DEV_006,192.168.255.161,24.1892,-101.8563,remoto,2024-02-19 22:32:07,500.57,legitima
TXN_L_0124,TRJ_159,USR_199,DEV_016,192.168.185.225,24.905,-101.21,remoto,2024-02-20 01:31:37,384.39,legitima
TXN_L_0139,TRJ_060,USR_016,DEV_035,192.168.5.133,21.7008,-99.2011,remoto,2024-02-20 10:36:42,1836.76,legitima
TXN_L_0654,TRJ_189,USR_056,DEV_037,192.168.147.113,21.8301,-98.0247,remoto,2024-02-20 14:49:51,1939.82,legitima
TXN_L_0418,TRJ_250,USR_183,DEV_006,192.168.56.40,21.6499,-98.2902,remoto,2024-02-20 14:51:22,908.72,legitima
TXN_L_0111,TRJ_110,USR_168,DEV_018,192.168.32.87,23.7149,-100.2068,remoto,2024-02-20 17:45:35,4282.14,legitima
TXN_L_0387,TRJ_028,USR_173,DEV_001,192.168.226.142,23.8696,-97.8255,remoto,2024-02-21 03:29:27,2498.72,legitima
TXN_L_0159,TRJ_189,USR_203,DEV_017,192.168.208.49,19.9922,-99.739,remoto,2024-02-21 17:59:48,3889.48,legitima
TXN_C_0035,TRJ_259,USR_048,DEV_017,192.168.45.81,36.0935,-115.322,presencial,2024-02-22 02:27:44,4591.92,clonacion
TXN_L_0610,TRJ_016,USR_225,DEV_031,192.168.14.30,19.7235,-99.1232,presencial,2024-02-22 05:43:49,3756.21,legitima
TXN_L_0504,TRJ_137,USR_142,DEV_006,192.168.30.43,24.9271,-101.1799,presencial,2024-02-22 06:22:31,2792.67,legitima
TXN_L_0754,TRJ_188,USR_093,DEV_026,192.168.226.142,20.9169,-101.1055,remoto,2024-02-22 09:35:00,1297.75,legitima
TXN_L_0006,TRJ_070,USR_214,DEV_010,192.168.252.113,21.2134,-99.8955,presencial,2024-02-23 04:49:39,1873.34,legitima
TXN_L_0169,TRJ_059,USR_076,DEV_012,192.168.141.143,24.5414,-101.4897,presencial,2024-02-23 11:06:17,4344.93,legitima
TXN_P_0004,TRJ_170,USR_FRAUD_004,DEV_027,192.168.1.73,23.6319,-99.6313,remoto,2024-02-23 20:01:13,2903.31,cnp
TXN_L_0879,TRJ_232,USR_215,DEV_030,192.168.248.209,19.7457,-99.3601,remoto,2024-02-24 04:39:54,4280.14,legitima
TXN_L_0688,TRJ_115,USR_123,DEV_002,192.168.174.48,22.3212,-98.8829,remoto,2024-02-24 11:29:07,4717.84,legitima
TXN_L_0683,TRJ_124,USR_125,DEV_005,192.168.119.222,21.4513,-99.625,remoto,2024-02-24 14:12:06,3845.3,legitima
TXN_L_0735,TRJ_221,USR_027,DEV_015,192.168.101.109,21.5889,-101.3074,remoto,2024-02-24 19:10:46,855.66,legitima
TXN_L_0778,TRJ_018,USR_222,DEV_040,192.168.99.76,19.3291,-100.7945,presencial,2024-02-24 20:22:23,1346.87,legitima
TXN_L_0109,TRJ_290,USR_233,DEV_032,192.168.25.67,23.1423,-101.0686,remoto,2024-02-25 00:07:06,3011.55,legitima
TXN_L_0847,TRJ_193,USR_101,DEV_012,192.168.159.28,22.628,-100.9485,presencial,2024-02-25 00:50:35,2312.56,legitima
TXN_P_0000,TRJ_032,USR_FRAUD_000,DEV_027,192.168.208.125,19.0848,-101.2294,remoto,2024-02-25 04:24:36,2480.19,cnp
TXN_L_0154,TRJ_212,USR_100,DEV_014,192.168.30.43,21.8986,-99.8266,presencial,2024-02-25 06:41:25,3259.86,legitima
TXN_L_0151,TRJ_094,USR_067,DEV_030,192.168.132.193,19.7686,-98.8146,remoto,2024-02-25 16:24:32,2372.53,legitima
TXN_L_0277,TRJ_094,USR_067,DEV_030,192.168.132.193,20.2799,-98.77,remoto,2024-02-25 16:39:28,2449.56,legitima
TXN_C_0009,TRJ_287,USR_119,DEV_008,192.168.14.30,12.1485,-111.0131,presencial,2024-02-26 00:45:31,5498.25,clonacion
TXN_L_0351,TRJ_246,USR_224,DEV_037,192.168.12.12,20.2842,-100.7748,presencial,2024-02-26 01:07:55,860.76,legitima
TXN_L_0360,TRJ_254,USR_092,DEV_001,192.168.155.22,19.5988,-101.0146,presencial,2024-02-26 06:49:40,1493.74,legitima
TXN_L_0740,TRJ_161,USR_190,DEV_009,192.168.47.238,18.9814,-99.4801,presencial,2024-02-26 08:03:15,848.05,legitima
TXN_L_0217,TRJ_062,USR_189,DEV_009,192.168.249.55,19.5505,-98.6585,remoto,2024-02-26 12:59:39,2225.79,legitima
TXN_L_0812,TRJ_286,USR_095,DEV_013,192.168.136.141,19.4057,-101.2429,presencial,2024-02-27 02:10:00,987.78,legitima
TXN_C_0018,TRJ_287,USR_119,DEV_016,192.168.242.63,36.6652,-86.4964,presencial,2024-02-27 08:55:38,7721.89,clonacion
TXN_L_0329,TRJ_019,USR_161,DEV_039,192.168.16.221,23.9384,-99.7564,presencial,2024-02-27 14:12:34,2158.22,legitima
TXN_L_0501,TRJ_210,USR_174,DEV_029,192.168.82.139,22.4955,-98.9739,presencial,2024-02-27 20:53:38,1980.2,legitima
TXN_L_0012,TRJ_164,USR_078,DEV_005,192.168.20.159,22.8271,-97.8408,presencial,2024-02-27 22:59:55,3437.85,legitima
TXN_L_0442,TRJ_171,USR_042,DEV_005,192.168.164.223,21.8659,-98.1488,remoto,2024-02-27 23:19:41,2479.68,legitima
TXN_L_0636,TRJ_079,USR_054,DEV_040,192.168.30.157,19.6434,-100.2941,presencial,2024-02-28 01:54:55,4922.73,legitima
TXN_L_0263,TRJ_256,USR_137,DEV_022,192.168.51.19,23.5007,-100.6389,remoto,2024-02-28 04:52:04,2872.87,legitima
TXN_L_0412,TRJ_137,USR_032,DEV_012,192.168.26.244,21.0056,-100.9052,remoto,2024-02-28 10:14:25,496.74,legitima
TXN_L_0455,TRJ_236,USR_124,DEV_010,192.168.67.186,19.1355,-99.2456,presencial,2024-02-28 10:22:44,3860.12,legitima
TXN_L_0828,TRJ_212,USR_128,DEV_004,192.168.33.103,22.4981,-101.7916,remoto,2024-02-28 23:05:27,2459.78,legitima
TXN_L_0339,TRJ_110,USR_168,DEV_018,192.168.32.87,23.8811,-99.675,remoto,2024-02-29 01:07:35,2857.9,legitima
TXN_L_0834,TRJ_293,USR_206,DEV_008,192.168.53.241,20.1139,-100.0123,presencial,2024-02-29 05:23:05,473.71,legitima
TXN_L_0665,TRJ_284,USR_205,DEV_021,192.168.23.250,24.2931,-100.7854,remoto,2024-02-29 06:16:35,3196.39,legitima
TXN_L_0500,TRJ_196,USR_026,DEV_030,192.168.191.113,23.7961,-99.6165,remoto,2024-02-29 13:45:52,4763.22,legitima
TXN_L_0886,TRJ_289,USR_158,DEV_038,192.168.150.213,24.5097,-100.3783,remoto,2024-02-29 14:14:06,2863.78,legitima
TXN_L_0712,TRJ_081,USR_087,DEV_031,192.168.157.94,22.315,-100.5158,presencial,2024-02-29 16:31:04,1692.19,legitima
TXN_L_0150,TRJ_256,USR_137,DEV_022,192.168.51.19,23.3801,-100.8371,remoto,2024-02-29 18:46:11,1860.63,legitima
TXN_L_0223,TRJ_255,USR_221,DEV_028,192.168.135.130,20.9822,-100.5053,presencial,2024-02-29 19:40:26,1582.12,legitima
TXN_L_0350,TRJ_299,USR_219,DEV_005,192.168.38.242,24.3124,-100.6658,remoto,2024-02-29 19:46:54,4888.74,legitima
TXN_L_0146,TRJ_159,USR_198,DEV_033,192.168.61.242,21.8615,-100.3307,presencial,2024-03-01 01:46:18,1185.31,legitima
TXN_P_0022,TRJ_103,USR_FRAUD_022,DEV_001,192.168.137.148,24.0236,-98.6071,remoto,2024-03-02 10:54:18,2703.44,cnp
TXN_L_0392,TRJ_018,USR_222,DEV_019,192.168.99.76,19.1556,-100.7044,remoto,2024-03-02 11:03:49,1919.8,legitima
TXN_L_0208,TRJ_004,USR_038,DEV_028,192.168.194.87,21.8061,-101.0499,remoto,2024-03-02 16:06:43,4205.64,legitima
TXN_L_0545,TRJ_180,USR_031,DEV_008,192.168.27.39,24.3366,-98.3796,presencial,2024-03-02 17:45:42,3017.77,legitima
TXN_L_0171,TRJ_044,USR_164,DEV_010,192.168.10.220,22.077,-101.0646,presencial,2024-03-03 06:32:34,3618.97,legitima
TXN_L_0172,TRJ_101,USR_169,DEV_008,192.168.194.123,22.6035,-99.557,presencial,2024-03-03 15:25:30,2078.53,legitima
TXN_C_0007,TRJ_186,USR_018,DEV_021,192.168.53.241,26.283,-92.4995,presencial,2024-03-03 16:50:26,7651.35,clonacion
TXN_P_0006,TRJ_003,USR_FRAUD_006,DEV_021,192.168.137.148,19.9889,-98.5015,remoto,2024-03-03 18:51:49,325.58,cnp
TXN_L_0347,TRJ_186,USR_079,DEV_008,192.168.222.89,23.8481,-102.1468,remoto,2024-03-04 08:58:40,322.42,legitima
TXN_L_0893,TRJ_073,USR_211,DEV_018,192.168.69.222,21.6061,-98.0791,presencial,2024-03-04 09:47:21,3054.49,legitima
TXN_L_0261,TRJ_186,USR_079,DEV_013,192.168.222.89,23.8307,-101.7278,presencial,2024-03-04 13:49:58,2496.76,legitima
TXN_L_0783,TRJ_088,USR_006,DEV_006,192.168.22.182,24.8075,-101.7745,presencial,2024-03-04 14:26:44,735.9,legitima
TXN_L_0546,TRJ_229,USR_163,DEV_030,192.168.10.160,25.2232,-99.9902,presencial,2024-03-04 15:06:08,1273.5,legitima
TXN_L_0374,TRJ_042,USR_035,DEV_029,192.168.41.41,20.8234,-98.9287,remoto,2024-03-04 17:07:43,2493.88,legitima
TXN_L_0691,TRJ_126,USR_126,DEV_003,192.168.127.69,23.35,-99.2589,remoto,2024-03-05 07:33:30,1834.82,legitima
TXN_L_0739,TRJ_143,USR_102,DEV_020,192.168.18.117,21.1291,-100.4015,remoto,2024-03-05 08:03:16,2066.07,legitima
TXN_L_0050,TRJ_152,USR_053,DEV_033,192.168.215.65,24.1353,-99.9295,remoto,2024-03-05 11:06:16,2822.75,legitima
TXN_L_0021,TRJ_074,USR_146,DEV_026,192.168.22.182,22.2348,-98.4079,presencial,2024-03-05 14:09:56,3173.61,legitima
TXN_L_0246,TRJ_212,USR_100,DEV_033,192.168.24.221,21.9418,-100.1673,presencial,2024-03-05 17:14:34,2361.04,legitima
TXN_L_0457,TRJ_016,USR_221,DEV_012,192.168.91.189,20.3808,-100.1535,presencial,2024-03-05 19:51:14,88.98,legitima
TXN_L_0818,TRJ_259,USR_048,DEV_003,192.168.1.73,21.8138,-101.804,remoto,2024-03-05 20:48:18,153.09,legitima
TXN_L_0393,TRJ_212,USR_100,DEV_033,192.168.24.221,22.3899,-100.1168,presencial,2024-03-06 05:43:18,2508.82,legitima
TXN_L_0466,TRJ_210,USR_174,DEV_029,192.168.82.139,22.6878,-98.4611,presencial,2024-03-06 13:57:28,2181.57,legitima
TXN_L_0001,TRJ_289,USR_085,DEV_006,192.168.43.73,23.1282,-98.5531,presencial,2024-03-06 14:34:12,4096.06,legitima
TXN_L_0543,TRJ_086,USR_234,DEV_001,192.168.79.237,23.4577,-100.9249,presencial,2024-03-06 16:58:49,4683.76,legitima
TXN_L_0122,TRJ_074,USR_002,DEV_010,192.168.9.192,22.6559,-100.7646,presencial,2024-03-07 00:21:21,4737.73,legitima
TXN_L_0244,TRJ_267,USR_024,DEV_030,192.168.223.163,24.3532,-99.9301,presencial,2024-03-07 01:03:17,4622.0,legitima
TXN_L_0450,TRJ_016,USR_225,DEV_031,192.168.161.240,19.6794,-99.413,remoto,2024-03-07 06:44:00,4835.26,legitima
TXN_L_0051,TRJ_225,USR_159,DEV_005,192.168.194.1,20.6466,-99.713,remoto,2024-03-07 06:50:22,1807.94,legitima
TXN_L_0615,TRJ_161,USR_028,DEV_031,192.168.35.251,23.8042,-101.7373,presencial,2024-03-07 10:32:36,196.85,legitima
TXN_L_0337,TRJ_145,USR_134,DEV_035,192.168.154.218,22.0017,-99.8466,remoto,2024-03-08 07:44:24,2129.64,legitima
TXN_L_0718,TRJ_016,USR_086,DEV_019,192.168.61.191,20.4695,-101.5574,remoto,2024-03-08 15:35:41,4383.24,legitima
TXN_L_0750,TRJ_154,USR_097,DEV_035,192.168.20.196,21.5289,-99.5543,remoto,2024-03-08 18:10:07,2356.09,legitima
TXN_L_0830,TRJ_074,USR_002,DEV_005,192.168.43.73,22.884,-100.86,remoto,2024-03-09 00:08:06,4399.67,legitima
TXN_L_0255,TRJ_001,USR_235,DEV_025,192.168.64.164,24.2652,-100.4509,remoto,2024-03-09 05:49:58,2419.33,legitima
TXN_L_0287,TRJ_169,USR_003,DEV_021,192.168.128.249,20.3286,-99.2396,presencial,2024-03-09 06:11:06,1136.11,legitima
TXN_L_0721,TRJ_244,USR_246,DEV_016,192.168.8.24,24.0477,-98.6971,presencial,2024-03-09 11:16:33,1630.61,legitima
TXN_L_0275,TRJ_177,USR_088,DEV_024,192.168.112.70,20.409,-101.1441,remoto,2024-03-09 12:42:03,4804.88,legitima
TXN_L_0804,TRJ_228,USR_072,DEV_003,192.168.194.116,22.5898,-99.0469,remoto,2024-03-09 13:08:39,2814.65,legitima
TXN_L_0757,TRJ_044,USR_051,DEV_036,192.168.76.115,19.5441,-99.2862,remoto,2024-03-09 20:59:10,4567.36,legitima
TXN_L_0860,TRJ_244,USR_246,DEV_031,192.168.8.24,24.7162,-99.0794,presencial,2024-03-10 05:20:29,3111.47,legitima
TXN_L_0085,TRJ_231,USR_075,DEV_029,192.168.205.232,21.8148,-100.2047,remoto,2024-03-10 08:23:07,684.66,legitima
TXN_L_0716,TRJ_031,USR_211,DEV_018,192.168.69.222,21.1806,-98.7689,remoto,2024-03-10 09:10:31,427.64,legitima
TXN_L_0849,TRJ_062,USR_247,DEV_012,192.168.66.164,20.1016,-100.344,remoto,2024-03-10 11:13:29,2528.16,legitima
TXN_L_0027,TRJ_241,USR_135,DEV_024,192.168.112.176,22.7246,-100.6685,remoto,2024-03-10 18:13:49,3763.07,legitima
TXN_L_0182,TRJ_008,USR_111,DEV_037,192.168.224.214,22.7226,-99.7028,presencial,2024-03-10 21:45:41,4810.18,legitima
TXN_L_0037,TRJ_059,USR_076,DEV_012,192.168.141.143,24.076,-101.2469,remoto,2024-03-10 22:43:19,4017.9,legitima
