id_transaccion,etiqueta,I1,I2,I3,I4,I5,J1,J2,J3,J4,J5
TXN_L_0109,legitima,0,1,0,0,0.0,1,0.6667,1.0,0.3333,0.0
TXN_L_0847,legitima,1,1,0,0,0.0444,0,0.3333,1.0,0.6667,0.087
TXN_P_0000,cnp,0,0,0,0,0.0,1,1.0,1.0,0.3333,0.4324
TXN_L_0154,legitima,1,1,0,1,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0151,legitima,0,0,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0277,legitima,0,0,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_C_0009,clonacion,1,1,0,0,0.08,0,1.0,1.0,0.3333,0.0
TXN_L_0351,legitima,1,0,0,0,0.0233,0,0.6667,1.0,0.6667,0.0
TXN_L_0360,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.3333
TXN_L_0740,legitima,1,1,0,1,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0217,legitima,0,1,0,1,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0812,legitima,1,1,0,0,0.0,0,0.3333,1.0,0.6667,0.0
TXN_C_0018,clonacion,1,1,0,0,0.0952,0,0.3333,1.0,0.3333,0.0
TXN_L_0329,legitima,1,1,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0501,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0012,legitima,1,0,0,0,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0442,legitima,0,0,0,1,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0636,legitima,1,0,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0263,legitima,0,0,0,0,0.0,1,0.6667,1.0,0.3333,0.0
TXN_L_0412,legitima,0,0,0,1,0.0444,1,0.3333,1.0,0.3333,0.0889
TXN_L_0455,legitima,1,1,0,0,0.025,0,1.0,1.0,0.3333,0.1364
TXN_L_0828,legitima,0,1,0,1,0.0385,1,0.3333,1.0,0.3333,0.0
TXN_L_0339,legitima,0,0,0,1,0.0278,1,0.3333,1.0,0.3333,0.0
TXN_L_0834,legitima,1,1,0,1,0.08,0,1.0,1.0,0.3333,0.0
TXN_L_0665,legitima,0,1,0,0,0.0294,1,0.6667,1.0,0.3333,0.2927
TXN_L_0500,legitima,0,0,0,0,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0886,legitima,0,0,0,1,0.3636,1,0.3333,1.0,0.3333,0.0
TXN_L_0712,legitima,1,1,0,0,0.0625,0,0.3333,1.0,0.3333,0.0
TXN_L_0150,legitima,0,0,0,0,0.0,1,0.6667,1.0,0.3333,0.0
TXN_L_0223,legitima,1,1,0,0,0.087,0,1.0,1.0,0.6667,0.0
TXN_L_0350,legitima,0,0,0,1,0.0,1,0.6667,1.0,0.3333,0.0
TXN_L_0146,legitima,1,0,0,1,0.0556,0,0.3333,1.0,0.3333,0.0
TXN_P_0022,cnp,0,1,0,0,0.0,1,1.0,1.0,0.3333,0.4815
TXN_L_0392,legitima,0,0,0,1,0.0667,1,1.0,1.0,0.3333,0.0
TXN_L_0208,legitima,0,0,0,0,0.087,1,0.3333,1.0,0.3333,0.0
TXN_L_0545,legitima,1,0,0,1,0.08,0,0.6667,1.0,0.3333,0.0
TXN_L_0171,legitima,1,0,0,1,0.025,0,0.6667,1.0,0.6667,0.15
TXN_L_0172,legitima,1,1,0,0,0.08,0,0.6667,1.0,0.6667,0.0
TXN_C_0007,clonacion,1,1,0,0,0.0294,0,1.0,1.0,0.6667,0.2927
TXN_P_0006,cnp,0,1,0,0,0.0294,1,1.0,1.0,0.3333,0.4524
TXN_L_0347,legitima,0,1,0,1,0.08,1,1.0,1.0,0.3333,0.0
TXN_L_0893,legitima,1,1,0,0,0.0278,0,0.6667,1.0,0.6667,0.0
TXN_L_0261,legitima,1,1,0,0,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0783,legitima,1,0,0,1,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0546,legitima,1,1,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0374,legitima,0,1,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0691,legitima,0,1,0,1,0.1364,1,0.6667,1.0,0.3333,0.0
TXN_L_0739,legitima,0,1,0,0,0.0526,1,0.3333,1.0,0.3333,0.0
TXN_L_0050,legitima,0,0,0,1,0.0556,1,0.6667,1.0,0.3333,0.0
TXN_L_0021,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0246,legitima,1,1,0,1,0.0556,0,0.3333,1.0,0.3333,0.0
TXN_L_0457,legitima,1,0,0,1,0.0444,0,0.6667,1.0,0.6667,0.0851
TXN_L_0818,legitima,0,0,0,1,0.1364,1,1.0,1.0,0.6667,0.2121
TXN_L_0393,legitima,1,0,0,0,0.0556,0,0.3333,1.0,0.3333,0.0
TXN_L_0466,legitima,1,0,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0001,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0543,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.6667,0.3462
TXN_L_0122,legitima,1,1,0,0,0.025,0,1.0,1.0,0.3333,0.1364
TXN_L_0244,legitima,1,1,0,0,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0450,legitima,0,0,0,1,0.0625,1,0.3333,1.0,0.3333,0.0
TXN_L_0051,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0615,legitima,1,0,0,0,0.0625,0,1.0,1.0,0.6667,0.0
TXN_L_0337,legitima,0,1,0,0,0.0476,1,1.0,1.0,0.6667,0.0
TXN_L_0718,legitima,0,1,0,0,0.0667,1,0.3333,1.0,0.3333,0.0
TXN_L_0750,legitima,0,1,0,0,0.0476,1,0.3333,1.0,0.6667,0.0
TXN_L_0830,legitima,0,0,0,1,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0255,legitima,0,0,0,0,0.1,1,0.3333,1.0,0.3333,0.0
TXN_L_0287,legitima,1,1,0,0,0.0294,0,0.6667,1.0,0.3333,0.3333
TXN_L_0721,legitima,1,1,0,0,0.0952,0,1.0,1.0,0.6667,0.0
TXN_L_0275,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0804,legitima,0,1,0,0,0.1364,1,0.6667,1.0,0.6667,0.0
TXN_L_0757,legitima,0,1,0,1,0.2,1,0.6667,1.0,0.3333,0.0
TXN_L_0860,legitima,1,1,0,0,0.0625,0,1.0,1.0,0.6667,0.0
TXN_L_0085,legitima,0,0,0,1,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0716,legitima,0,1,0,0,0.0278,1,0.6667,1.0,0.6667,0.0
TXN_L_0849,legitima,0,1,0,1,0.0444,1,0.3333,1.0,0.3333,0.0889
TXN_L_0027,legitima,0,1,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0182,legitima,1,1,0,0,0.0233,0,1.0,1.0,0.6667,0.0
TXN_L_0037,legitima,0,0,0,1,0.0444,1,1.0,1.0,0.6667,0.087
TXN_L_0618,legitima,0,0,0,1,0.0625,1,0.3333,1.0,0.3333,0.0
TXN_L_0133,legitima,1,1,0,0,0.0233,0,0.6667,1.0,0.6667,0.0
TXN_L_0728,legitima,0,1,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0747,legitima,0,0,0,0,0.0,1,0.3333,1.0,0.6667,0.0
TXN_L_0185,legitima,1,1,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0644,legitima,0,0,0,0,0.0952,1,0.3333,1.0,0.3333,0.0
TXN_L_0846,legitima,0,1,0,0,0.0556,1,1.0,1.0,0.6667,0.0
TXN_L_0620,legitima,1,1,0,1,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0425,legitima,1,0,0,1,0.1176,0,0.3333,1.0,0.6667,0.0
TXN_C_0032,clonacion,1,1,0,0,0.3636,0,0.3333,1.0,0.6667,0.0
TXN_L_0762,legitima,0,0,0,0,0.0444,1,0.3333,1.0,0.3333,0.0889
TXN_L_0158,legitima,1,1,0,0,0.1,0,1.0,1.0,0.3333,0.0
TXN_L_0165,legitima,1,0,0,1,0.1176,0,0.3333,1.0,0.6667,0.0
TXN_L_0039,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0612,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.6667,0.0
TXN_L_0780,legitima,1,0,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0097,legitima,0,1,0,0,0.0385,1,0.3333,1.0,0.3333,0.0
TXN_L_0600,legitima,0,1,0,0,0.0278,1,1.0,1.0,0.6667,0.1628
TXN_L_0589,legitima,0,0,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0722,legitima,0,0,0,1,0.0233,1,0.3333,1.0,0.3333,0.0
TXN_L_0025,legitima,1,1,0,1,0.0,0,0.3333,1.0,0.6667,0.0
TXN_L_0646,legitima,0,1,0,0,0.1176,1,0.6667,1.0,0.6667,0.0
TXN_L_0572,legitima,0,1,0,0,0.0385,1,0.3333,1.0,0.3333,0.0
TXN_L_0270,legitima,0,1,0,0,0.0667,1,0.6667,1.0,0.6667,0.0
TXN_P_0008,cnp,0,0,0,0,0.0,1,1.0,1.0,0.3333,0.4815
TXN_L_0514,legitima,1,0,0,0,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0319,legitima,0,0,0,0,0.0,1,0.3333,1.0,0.6667,0.0
TXN_L_0015,legitima,0,1,0,0,0.0667,1,0.3333,1.0,0.3333,0.0
TXN_L_0291,legitima,0,0,0,0,0.0556,1,0.3333,1.0,0.3333,0.0
TXN_L_0300,legitima,1,0,0,1,0.1,0,0.6667,1.0,0.3333,0.0
TXN_L_0843,legitima,1,1,0,1,0.0278,0,0.6667,1.0,0.3333,0.0
TXN_L_0254,legitima,0,0,0,1,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0219,legitima,0,0,0,0,0.0526,1,1.0,1.0,0.3333,0.0
TXN_L_0203,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0437,legitima,1,1,0,1,0.0233,0,1.0,1.0,0.6667,0.0
TXN_L_0428,legitima,1,0,0,1,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0000,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0405,legitima,1,0,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0349,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0598,legitima,1,0,0,0,0.0952,0,1.0,1.0,0.3333,0.0
TXN_L_0789,legitima,0,1,0,1,0.0526,1,1.0,1.0,0.6667,0.0
TXN_L_0282,legitima,0,1,0,0,0.0385,1,0.6667,1.0,0.6667,0.0
TXN_L_0257,legitima,0,0,0,1,0.1364,1,1.0,1.0,0.3333,0.0
TXN_L_0476,legitima,1,0,0,1,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0397,legitima,0,1,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_P_0001,cnp,0,1,0,0,0.025,1,1.0,1.0,0.3333,0.2115
TXN_L_0602,legitima,1,1,0,1,0.0294,0,0.6667,1.0,0.6667,0.3429
TXN_L_0647,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0256,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0077,legitima,0,1,0,0,0.1,1,1.0,1.0,0.6667,0.0
TXN_L_0702,legitima,0,1,0,0,0.087,1,0.3333,1.0,0.6667,0.0
TXN_L_0400,legitima,0,0,0,1,0.0476,1,1.0,1.0,0.6667,0.0
TXN_L_0823,legitima,1,0,0,1,0.08,0,0.6667,1.0,0.3333,0.0
TXN_L_0271,legitima,1,1,0,0,0.0444,0,1.0,1.0,0.6667,0.1786
TXN_L_0338,legitima,0,0,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0322,legitima,1,0,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0181,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0763,legitima,0,1,0,1,0.087,1,0.6667,1.0,0.3333,0.0
TXN_L_0041,legitima,1,1,0,0,0.0233,0,1.0,1.0,0.6667,0.0
TXN_L_0436,legitima,1,1,0,1,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0424,legitima,1,0,0,1,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0537,legitima,0,1,0,0,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0032,legitima,0,1,0,1,0.1,1,0.3333,1.0,0.3333,0.0
TXN_L_0561,legitima,0,0,0,1,0.08,1,1.0,1.0,0.3333,0.0
TXN_L_0832,legitima,1,1,0,0,0.0444,0,0.3333,1.0,0.3333,0.087
TXN_L_0407,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.3214
TXN_L_0883,legitima,1,1,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0667,legitima,1,0,0,0,0.1,0,1.0,1.0,0.3333,0.0
TXN_L_0552,legitima,1,1,0,1,0.0385,0,0.6667,1.0,0.3333,0.0
TXN_L_0232,legitima,0,1,0,1,0.087,1,0.6667,1.0,0.6667,0.0
TXN_L_0584,legitima,0,1,0,0,0.025,1,1.0,1.0,0.6667,0.1224
TXN_L_0622,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_C_0030,clonacion,1,1,0,1,0.0952,0,0.3333,1.0,0.3333,0.0
TXN_L_0384,legitima,0,0,0,1,0.0278,1,0.3333,1.0,0.3333,0.0
TXN_L_0831,legitima,1,1,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0451,legitima,1,0,0,0,0.0233,0,1.0,1.0,0.6667,0.0
TXN_C_0016,clonacion,1,1,0,0,0.0556,0,0.6667,1.0,0.3333,0.0
TXN_L_0431,legitima,0,0,0,0,0.1364,1,0.6667,1.0,0.6667,0.0
TXN_L_0295,legitima,0,1,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0774,legitima,1,0,0,0,0.0444,0,0.3333,1.0,0.6667,0.087
TXN_L_0697,legitima,0,0,0,1,0.0476,1,1.0,1.0,0.6667,0.0
TXN_L_0677,legitima,0,1,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_C_0006,clonacion,1,1,0,0,0.1429,0,0.6667,1.0,0.6667,0.0
TXN_L_0664,legitima,1,0,0,0,0.0667,0,0.3333,1.0,0.3333,0.0
TXN_L_0117,legitima,1,1,0,1,0.0,0,0.3333,1.0,0.6667,0.0
TXN_P_0032,cnp,0,0,0,0,0.0294,1,1.0,1.0,0.3333,0.4211
TXN_L_0540,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0195,legitima,0,1,0,1,0.1,1,0.3333,1.0,0.3333,0.0
TXN_L_0342,legitima,1,0,0,1,0.1176,0,0.3333,1.0,0.6667,0.0
TXN_L_0580,legitima,1,0,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0474,legitima,0,1,0,0,0.0556,1,1.0,1.0,0.3333,0.0
TXN_L_0209,legitima,0,1,0,0,0.0444,1,0.3333,1.0,0.3333,0.08
TXN_L_0093,legitima,0,0,0,1,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0460,legitima,0,1,0,0,0.0385,1,0.6667,1.0,0.3333,0.0
TXN_L_0343,legitima,1,1,0,1,0.0444,0,1.0,1.0,0.6667,0.1786
TXN_L_0206,legitima,0,1,0,0,0.1176,1,1.0,1.0,0.6667,0.0
TXN_L_0197,legitima,0,1,0,0,0.0625,1,1.0,1.0,0.3333,0.0
TXN_L_0334,legitima,0,1,0,1,0.0385,1,0.6667,1.0,0.6667,0.0
TXN_L_0438,legitima,0,1,0,0,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0170,legitima,1,1,0,1,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0253,legitima,1,1,0,1,0.0476,0,0.6667,1.0,0.3333,0.0
TXN_L_0304,legitima,1,1,0,1,0.1176,0,0.6667,1.0,0.6667,0.0
TXN_L_0054,legitima,0,0,0,1,0.0278,1,0.6667,1.0,0.6667,0.0
TXN_L_0434,legitima,1,0,0,1,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0344,legitima,1,0,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0047,legitima,1,0,0,1,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0511,legitima,0,0,0,0,0.1429,1,0.6667,1.0,0.6667,0.0
TXN_L_0725,legitima,0,0,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0836,legitima,0,0,0,1,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0575,legitima,0,0,0,0,0.0385,1,0.6667,1.0,0.3333,0.0
TXN_L_0838,legitima,1,0,0,1,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0402,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0092,legitima,1,0,0,1,0.0435,0,0.3333,1.0,0.3333,0.0
TXN_L_0791,legitima,1,0,0,1,0.0444,0,0.3333,1.0,0.3333,0.08
TXN_L_0373,legitima,1,1,0,1,0.0,0,1.0,1.0,0.6667,0.0
TXN_P_0026,cnp,0,1,0,0,0.0,1,1.0,1.0,0.3333,0.4118
TXN_L_0538,legitima,1,0,0,1,0.0435,0,0.6667,1.0,0.3333,0.0
TXN_L_0534,legitima,0,1,0,1,0.08,1,0.3333,1.0,0.3333,0.0
TXN_L_0729,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0230,legitima,1,1,0,1,0.0,0,0.3333,1.0,0.6667,0.0
TXN_P_0007,cnp,0,1,0,1,0.0294,1,1.0,1.0,0.3333,0.4
TXN_L_0557,legitima,0,1,0,1,0.1364,1,0.6667,1.0,0.6667,0.0
TXN_L_0019,legitima,0,0,0,0,0.025,1,1.0,1.0,0.6667,0.1333
TXN_L_0819,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.3333,0.0
TXN_L_0212,legitima,0,0,0,0,0.1,1,0.6667,1.0,0.3333,0.0
TXN_L_0563,legitima,0,0,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0662,legitima,0,0,0,1,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0023,legitima,1,1,0,1,0.08,0,0.3333,1.0,0.3333,0.0
TXN_L_0131,legitima,0,0,0,0,0.1,1,0.3333,1.0,0.3333,0.0
TXN_L_0524,legitima,1,0,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_L_0682,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0042,legitima,1,0,0,0,0.025,0,1.0,1.0,0.3333,0.1364
TXN_C_0017,clonacion,1,1,0,0,0.0444,0,0.6667,1.0,0.6667,0.087
TXN_C_0015,clonacion,1,1,0,0,0.0444,0,0.3333,1.0,0.6667,0.0889
TXN_L_0456,legitima,0,0,0,0,0.087,1,0.3333,1.0,0.3333,0.0
TXN_L_0086,legitima,1,0,0,0,0.0278,0,0.3333,1.0,0.3333,0.0
TXN_L_0617,legitima,1,0,0,0,0.0952,0,0.3333,1.0,0.3333,0.0
TXN_L_0022,legitima,1,0,0,1,0.0,0,0.3333,1.0,0.6667,0.0
TXN_L_0443,legitima,1,0,0,0,0.0667,0,1.0,1.0,0.6667,0.0
TXN_L_0408,legitima,1,0,0,0,0.0625,0,1.0,1.0,0.6667,0.0
TXN_L_0068,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0821,legitima,1,1,0,1,0.025,0,0.3333,1.0,0.3333,0.1463
TXN_L_0498,legitima,1,1,0,0,0.0294,0,1.0,1.0,0.6667,0.3158
TXN_L_0233,legitima,0,1,0,0,0.0444,1,0.6667,1.0,0.6667,0.087
TXN_L_0406,legitima,1,0,0,1,0.0,0,0.3333,1.0,0.6667,0.0
TXN_L_0394,legitima,1,1,0,1,0.0,0,0.3333,1.0,0.6667,0.0
TXN_C_0031,clonacion,1,1,0,0,0.087,0,0.3333,1.0,0.6667,0.0
TXN_L_0127,legitima,0,0,0,1,0.1176,1,0.6667,1.0,0.6667,0.0
TXN_L_0098,legitima,0,0,0,0,0.025,1,1.0,1.0,0.3333,0.1224
TXN_L_0056,legitima,1,0,0,1,0.0294,0,0.6667,1.0,0.3333,0.3429
TXN_L_0472,legitima,1,1,0,0,0.0,0,0.3333,1.0,0.6667,0.0
TXN_P_0025,cnp,0,1,0,1,0.0444,1,1.0,1.0,0.3333,0.2
TXN_L_0415,legitima,0,0,0,1,0.025,1,0.3333,1.0,0.3333,0.15
TXN_L_0016,legitima,0,0,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0596,legitima,1,0,0,1,0.0526,0,1.0,1.0,0.3333,0.0
TXN_L_0461,legitima,0,0,0,1,0.0,1,0.6667,1.0,0.3333,0.0
TXN_L_0380,legitima,0,0,0,1,0.0,1,0.6667,1.0,0.6667,0.0
TXN_C_0029,clonacion,1,1,0,0,0.1,0,0.6667,1.0,0.6667,0.0
TXN_L_0533,legitima,1,1,0,0,0.1364,0,1.0,1.0,0.6667,0.2121
TXN_P_0036,cnp,0,1,0,1,0.025,1,1.0,1.0,0.3333,0.2553
TXN_L_0009,legitima,1,1,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0073,legitima,0,1,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0840,legitima,0,0,0,1,0.0,1,1.0,1.0,0.3333,0.0
TXN_L_0273,legitima,1,1,0,1,0.0476,0,1.0,1.0,0.6667,0.0
TXN_P_0037,cnp,0,1,0,0,0.0294,1,1.0,1.0,0.3333,0.4211
TXN_L_0216,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0548,legitima,1,0,0,0,0.0,0,1.0,1.0,0.6667,0.3214
TXN_C_0008,clonacion,1,1,1,0,0.3636,0,0.6667,1.0,0.6667,0.0
TXN_C_0039,clonacion,1,1,0,0,0.1176,0,1.0,1.0,0.6667,0.32
TXN_L_0110,legitima,0,1,0,1,0.0,1,0.3333,1.0,0.6667,0.0
TXN_L_0069,legitima,1,1,0,0,0.087,0,1.0,1.0,0.3333,0.1944
TXN_L_0760,legitima,0,0,0,0,0.0,1,1.0,1.0,0.3333,0.0
TXN_C_0011,clonacion,1,1,0,0,0.0625,0,0.6667,1.0,0.6667,0.0
TXN_L_0107,legitima,1,0,0,1,0.0,0,0.3333,1.0,0.3333,0.3214
TXN_L_0105,legitima,1,1,0,1,0.0,0,1.0,1.0,0.6667,0.0
TXN_P_0033,cnp,0,0,0,0,0.0,1,1.0,1.0,0.3333,0.3421
TXN_L_0149,legitima,0,1,0,0,0.0385,1,0.3333,1.0,0.6667,0.0
TXN_L_0221,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0174,legitima,1,0,0,1,0.0625,0,1.0,1.0,0.6667,0.0
TXN_L_0660,legitima,0,1,0,1,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0283,legitima,0,0,0,0,0.1176,1,0.6667,1.0,0.6667,0.0
TXN_L_0325,legitima,1,0,0,0,0.025,0,1.0,1.0,0.3333,0.1364
TXN_L_0522,legitima,1,1,0,0,0.0233,0,1.0,1.0,0.3333,0.0
TXN_L_0080,legitima,0,1,0,0,0.1176,1,0.3333,1.0,0.3333,0.0
TXN_L_0701,legitima,1,1,0,1,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0297,legitima,0,0,0,1,0.0476,1,1.0,1.0,0.6667,0.0
TXN_L_0513,legitima,0,1,0,0,0.0556,1,0.3333,1.0,0.3333,0.0
TXN_L_0711,legitima,1,0,0,1,0.0444,0,0.3333,1.0,0.3333,0.0889
TXN_L_0091,legitima,0,1,0,0,0.025,1,0.3333,1.0,0.3333,0.1463
TXN_L_0361,legitima,1,0,0,0,0.025,0,0.6667,1.0,0.6667,0.15
TXN_L_0491,legitima,1,0,0,0,0.0435,0,1.0,1.0,0.3333,0.0
TXN_L_0286,legitima,1,1,0,0,0.0526,0,0.3333,1.0,0.3333,0.0
TXN_L_0145,legitima,1,0,0,0,0.1364,0,0.3333,1.0,0.3333,0.0
TXN_L_0736,legitima,1,0,0,0,0.0625,0,1.0,1.0,0.6667,0.0
TXN_L_0518,legitima,1,1,0,1,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0112,legitima,0,0,0,1,0.0233,1,0.3333,1.0,0.3333,0.0
TXN_L_0459,legitima,1,0,0,1,0.0,0,0.3333,1.0,0.6667,0.0
TXN_L_0081,legitima,0,1,0,1,0.0294,1,1.0,1.0,0.3333,0.3
TXN_L_0375,legitima,0,0,0,1,0.0233,1,0.6667,1.0,0.6667,0.0
TXN_L_0731,legitima,1,1,0,0,0.0233,0,0.6667,1.0,0.6667,0.0
TXN_L_0298,legitima,0,0,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_L_0126,legitima,1,1,0,1,0.0952,0,1.0,1.0,0.6667,0.0
TXN_L_0771,legitima,0,0,0,0,0.0,1,1.0,1.0,0.6667,0.0
TXN_P_0011,cnp,0,1,0,0,0.0444,1,1.0,1.0,0.3333,0.1786
TXN_L_0355,legitima,1,0,0,0,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0331,legitima,0,0,0,1,0.0233,1,0.6667,1.0,0.6667,0.0
TXN_L_0792,legitima,1,0,0,1,0.0435,0,0.3333,1.0,0.6667,0.0
TXN_L_0495,legitima,1,1,0,0,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0656,legitima,0,0,0,0,0.0556,1,0.6667,1.0,0.3333,0.0
TXN_L_0737,legitima,1,0,0,0,0.0,0,0.3333,1.0,0.3333,0.0
TXN_P_0038,cnp,0,1,0,0,0.0444,1,1.0,1.0,0.3333,0.2
TXN_L_0222,legitima,0,0,0,0,0.0,1,0.6667,1.0,0.3333,0.0
TXN_L_0399,legitima,0,0,0,1,0.1364,1,0.6667,1.0,0.6667,0.0
TXN_L_0296,legitima,1,0,0,1,0.0385,0,0.3333,1.0,0.3333,0.0
TXN_L_0505,legitima,1,1,0,0,0.0444,0,0.3333,1.0,0.6667,0.0889
TXN_P_0034,cnp,0,1,0,0,0.0,1,1.0,1.0,0.3333,0.5
TXN_L_0707,legitima,1,0,0,0,0.0,0,1.0,1.0,0.3333,0.0
TXN_L_0519,legitima,1,0,0,0,0.0526,0,0.3333,1.0,0.3333,0.0
TXN_L_0178,legitima,1,0,0,0,0.0,0,0.6667,1.0,0.6667,0.0
TXN_L_0892,legitima,0,1,0,1,0.025,1,1.0,1.0,0.6667,0.1224
TXN_L_0885,legitima,1,1,0,0,0.0435,0,0.6667,1.0,0.3333,0.0
TXN_L_0135,legitima,0,0,0,0,0.0,1,0.6667,1.0,0.6667,0.0
TXN_L_0698,legitima,0,0,0,1,0.0233,1,0.6667,1.0,0.6667,0.0
TXN_L_0570,legitima,0,0,0,1,0.0,1,0.3333,1.0,0.3333,0.0
TXN_L_0630,legitima,1,0,0,1,0.0,0,1.0,1.0,0.6667,0.0
TXN_L_0560,legitima,0,1,0,1,0.0667,1,0.6667,1.0,0.6667,0.0
TXN_L_0281,legitima,1,0,0,1,0.2,0,0.6667,1.0,0.6667,0.0
TXN_L_0096,legitima,0,0,0,1,0.1176,1,1.0,1.0,0.6667,0.0
TXN_L_0526,legitima,1,0,0,0,0.1364,0,1.0,1.0,0.3333,0.0
